Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Revenue;Cost of Revenue;Gross Profit;Operating Expenses;Selling, General & Administrative;Research & Development;Depreciation & Amortization;Operating Income (Loss);Non-Operating Income (Loss);Interest Expense, Net;Pretax Income (Loss), Adj.;Abnormal Gains (Losses);Pretax Income (Loss);Income Tax (Expense) Benefit, Net;Income (Loss) from Continuing Operations;Net Extraordinary Gains (Losses);Net Income;Net Income (Common)
SHAK;148890;USD;2018;FY;2018-12-31;2019-02-25;2021-02-26;28299000;29179000;459310000;-248190000;211120000;-178492000;-85260854;;-29000000;32628000;-901000;-2415000;31727000;-917000;30810000;-8862000;21948000;;15179000;15179000
SHAK;148890;USD;2019;FY;2019-12-31;2020-02-24;2022-02-18;31381000;32251000;594519000;-328987000;265532000;-238495000;-114225458;;-40392000;27037000;1829000;-434000;28866000;-1352000;27514000;-3386000;24128000;;19827000;19827000
SHAK;148890;USD;2020;FY;2020-12-31;2021-02-26;2023-02-23;37129000;37129000;522867000;-310149000;212718000;-246443000;-115912037;;-48801000;-33725000;-1601000;-815000;-45547362;-10151000;-45477000;-57000;-45534000;;-42158000;-42158000
SHAK;148890;USD;2021;FY;2021-12-31;2022-02-18;2023-02-23;39137000;39137000;739893000;-433376000;306517000;-320738000;-145031088;;-58991000;-14221000;-1482000;-1577000;-17335420;-1632000;-17335000;7224000;-10111000;;-8655000;-8655000
SHAK;148890;USD;2022;FY;2022-12-31;2023-02-23;2023-02-23;39237000;39237000;900486000;-518942000;381544000;-406013000;-187168213;;-72796000;-24469000;2609000;-1518000;-24328670;-2425000;-24285000;-1682000;-25967000;;-24091000;-24091000
SHC;11794956;USD;2019;FY;2019-12-31;2020-03-08;2022-03-01;237696000;237696000;778327000;-382896000;395431000;-206042000;-147480000;;-58562000;189389000;-154345000;-157729000;-915187;-35960000;-916000;-19509000;-20425000;;-20850000;-20850000
SHC;11794956;USD;2020;FY;2020-12-31;2021-03-09;2023-02-28;237696000;237696000;818158000;-374586000;443572000;-237554000;-178525000;;-59029000;206018000;-200616000;-215259000;-38949551;-44262000;-38860000;1369000;-37491000;;-38617000;-38617000
SHC;11794956;USD;2021;FY;2021-12-31;2022-03-01;2024-02-27;279228000;279382000;931478000;-412806000;518672000;-261939000;-198158000;;-63781000;256733000;-60336000;-74192000;176075709;-20681000;175716000;-58595000;117121000;;116882000;116882000
SHC;11794956;USD;2022;FY;2022-12-31;2023-02-28;2024-02-27;280096000;280096000;1003687000;-446683000;557004000;-308654000;-245714000;;-62940000;248350000;-73848000;-80144000;-243586323;-417613000;-243111000;9541000;-233570000;;-233570000;-233570000
SHCR;10656442;USD;2020;FY;2020-12-31;2021-03-30;2023-03-31;333900179;333900179;328805000;-160579725;167613446;-184926162;-116573000;;-24684000;-17441000;-40675000;-30966000;-58116000;;-58116000;1557000;-60461000;;-60018000;-60018000
SHCR;10656442;USD;2021;FY;2021-12-31;2022-03-31;2024-03-29;281026365;281026365;412815000;-203526153;209670142;-295020536;-188001000;;-32601000;-85443000;-559000;-27566000;-86984500;-1148000;-87150000;2021000;-85129000;;-85000000;-85000000
SHCR;10656442;USD;2022;FY;2022-12-31;2023-03-31;2024-03-29;348103491;348103491;442415000;-238361892;204282988;-343002918;-227681000;;-45256000;-139342000;19651000;-564000;-119691000;;-119691000;206000;-119485000;;-118707000;-118707000
SHEN;1097754;USD;2018;FY;2018-12-31;2019-02-28;2021-02-25;49542000;50063000;632072152;-258615298;373089782;-280138176;-113470845;;-44390000;93063676;3703000;-34920835;61998097;;734000;-15516245;46662763;44518000;46595000;46595000
SHEN;1097754;USD;2019;FY;2019-12-31;2020-02-26;2022-02-28;49811000;50101000;633357208;-264291267;369881705;-271822796;-112820386;;-46786000;97001285;3280000;-29424077;70874200;;1938000;-16089756;54976896;53568000;55500000;55500000
SHEN;1097754;USD;2020;FY;2020-12-31;2021-02-25;2023-02-22;49901000;50024000;220775000;-88057431;131118000;-133719000;-85016000;;-48703000;-1147490;3187000;;2044928;;586000;587010;2624222;124097000;125673000;125673000
SHLO;202591;USD;2018;FY;2018-10-31;2018-12-20;2018-12-20;23229000;23369000;1139944000;-1023849000;116095000;-88604000;-88604000;;;27491000;-12246000;-11333000;15245000;-8985000;6260000;5219000;11479000;;11479000;11479000
SHLO;202591;USD;2019;FY;2019-10-31;2019-12-20;2019-12-20;23506000;23506000;1054707000;-964131000;90576000;-71312000;-71312000;;;19264000;-14974000;-16246000;4290000;-24848000;-20558000;611000;-19947000;;-19947000;-19947000
SHLS;1302456;USD;2020;FY;2020-12-31;2021-02-03;2023-02-28;166606299;166606299;175518000;-108972000;66546000;-29270000;-21008000;;-8262000;37276000;-3510000;-3510000;33766000;;33766000;;33766000;;33766000;33766000
SHLS;1302456;USD;2021;FY;2021-12-31;2022-03-11;2023-02-28;101890000;102251000;213212000;-130567000;82645000;-48076000;-37893000;;-8520000;34569000;-14549000;-14549000;20020000;-15990000;4030000;-86000;3944000;;2348000;2348000
SHLS;1302456;USD;2022;FY;2022-12-31;2023-02-28;2023-02-28;114495000;167631000;326940000;-195629000;131311000;-71656000;-55908000;;-9073000;59655000;-18538000;-18538000;41117000;110883000;152000000;-8987000;143013000;;127611000;127611000
SHLT;9075918;USD;2021;FY;2021-12-31;2022-05-11;2023-05-15;;;49582000;-24989000;24593000;-24492645;-21134263;-2985000;;51107;-12494000;-465827;-13495780;661000;-12330000;-455000;-13921700;;-14110000;-14110000
SHLT;9075918;USD;2022;FY;2022-12-31;2023-05-11;2023-05-15;;;58998000;-31809000;27189000;-31909614;-24438102;-3788000;;-4755529;-9054000;-865912;1313067;9414000;-4806000;-1097000;214836;;-76000;-76000
SHLX;909105;USD;2018;FY;2018-12-31;2019-02-21;2021-02-23;393300000;444100000;525000000;-32000000;493000000;-284000000;-60000000;;-46000000;209000000;271000000;-62000000;480000000;3000000;483000000;-1000000;482000000;;464000000;464000000
SHLX;909105;USD;2019;FY;2019-12-31;2020-02-20;2022-02-24;393300000;444100000;503000000;-36000000;467000000;-250000000;-60000000;;-49000000;217000000;331000000;-92000000;548000000;-2000000;546000000;;546000000;;528000000;528000000
SHLX;909105;USD;2020;FY;2020-12-31;2021-02-23;2022-02-24;393300000;444100000;481000000;-24000000;457000000;-288000000;-56000000;;-50000000;169000000;387000000;-70000000;556000000;;556000000;;556000000;;543000000;507000000
SHLX;909105;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;393300000;444100000;556000000;-29000000;527000000;-292000000;-51000000;;-50000000;235000000;336000000;-55000000;571000000;-3000000;568000000;;568000000;;556000000;508000000
SHO;448662;USD;2018;FY;2018-12-31;2019-02-14;2021-02-12;225924000;225924000;1159053000;-545722752;611487203;-430325358;-218026095;;-146449000;183623951;-37190000;-37253610;261416275;-58628000;260826000;-1767000;259059000;;250445000;237615000
SHO;448662;USD;2019;FY;2019-12-31;2020-02-19;2022-02-23;225681000;225681000;1115167000;-530156421;585528302;-422158586;-215129074;;-147748000;162389537;-37666000;-37667659;142819292;-65043000;142642000;151000;142793000;;135733000;122903000
SHO;448662;USD;2020;FY;2020-12-31;2021-02-12;2023-02-23;215934000;215934000;267906000;-252075809;16189719;-262892264;-101917499;;-137051000;-246872881;-50471000;-50575732;-404405240;-183348000;-403916000;-6590000;-410506000;;-404689000;-417519000
SHO;448662;USD;2021;FY;2021-12-31;2022-02-23;2024-02-23;217709000;217709000;509150000;-291510593;218176767;-303866561;-143090388;;-128682000;-85516814;-31241000;-31234259;33100384;85643000;33104000;-109000;32995000;;34298000;13660000
SHO;448662;USD;2022;FY;2022-12-31;2023-02-23;2024-02-23;212613000;212653000;912053000;-449541009;462694411;-364147729;-46865601;;-126396000;99272119;-26763000;-26763250;91247426;-50435000;91125000;-359000;90766000;;87289000;73042000
SHOO;1198893;USD;2018;FY;2018-12-31;2019-02-28;2021-03-16;86097000;86097000;1677734000;-1037571000;640163000;-443080150;;;;173382000;3958000;3957437;177340000;;177340000;-46841000;130499000;;129136000;129136000
SHOO;1198893;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;83646000;83646000;1787157000;-1101140000;686017000;-505231806;;;;182747000;4412000;4412000;187159000;-5933000;181226000;-39504000;141722000;;141311000;141311000
SHOO;1198893;USD;2020;FY;2020-12-31;2021-03-16;2023-03-01;78635000;78635000;1201814000;-737273000;464541000;-414978000;;;;49563000;1620000;1622889;-29991240;-81168000;-29985000;11704000;-18281000;;-18397000;-18397000
SHOO;1198893;USD;2021;FY;2021-12-31;2022-03-01;2024-03-04;78129000;81307000;1866142000;-1098645000;767497000;-519848000;;;;247649000;-1529000;-1532549;246120000;-4052000;242068000;-49609000;192459000;;190678000;190678000
SHOO;1198893;USD;2022;FY;2022-12-31;2023-03-01;2024-03-04;76021000;78069000;2122009000;-1248173000;873836000;-592192000;;;;281644000;676000;676330;282320000;;282320000;-65103000;217217000;;216061000;216061000
SHOS;39593;USD;2018;FY;2019-02-28;2019-05-03;2019-05-03;22702000;22702000;1449948000;-1126752000;323196000;-360098000;-349082000;;-12374000;-36902000;-14309000;-14676000;-51211000;-2089000;-53300000;-164000;-53464000;;-53464000;-53464000
SHPH;15337187;USD;2021;FY;2021-12-31;2022-03-15;2023-03-15;9301750;9301750;;;;-1742992;-720407;-1021808;;-1742992;-50788;-50788;-1151969;641646;-1152134;;-1152134;;-1152134;-1255196
SHPH;15337187;USD;2022;FY;2022-12-31;2023-03-15;2024-03-21;10351046;10351046;;;;-2554278;-1067081;-1148712;;-2554278;-969889;-969889;-3026586;495719;-3028448;;-3028448;;-3028448;-3099457
SHW;378215;USD;2018;FY;2018-12-31;2019-02-22;2021-02-19;278977371;284964210;17534500000;-10115900000;7418600000;-5522480030;-5031077389;;-318100000;1877600000;-381600000;-370799246;1358528903;-136300000;1359700000;-251000000;1108700000;;1108700000;1108700000
SHW;378215;USD;2019;FY;2019-12-31;2020-02-21;2022-02-17;275410584;280340526;17900800000;-9864700000;8036100000;-5617895394;-5294666426;;-312800000;2409300000;-305400000;-334034014;1984866002;-122100000;1981800000;-440500000;1541300000;;1541300000;1541300000
SHW;378215;USD;2020;FY;2020-12-31;2021-02-19;2023-02-22;271277583;275827869;18361700000;-9679100000;8682600000;-5836328727;-5482298157;;-313400000;2863600000;-342100000;-346444751;2521500000;-2300000;2519200000;-488800000;2030400000;;2030400000;2030400000
SHW;378215;USD;2021;FY;2021-12-31;2022-02-17;2024-02-20;259900000;264600000;19944600000;-11401900000;8542700000;-5873651981;-5579915299;;;2558900000;-310300000;-339706120;2248600000;;2248600000;-384200000;1864400000;;1864400000;1864400000
SHW;378215;USD;2022;FY;2022-12-31;2023-02-22;2024-02-20;258000000;261800000;22148900000;-12823800000;9325100000;-6312722298;-6021111200;;;3018400000;-429800000;-395065194;2588600000;-15500000;2573100000;-553000000;2020100000;;2020100000;2020100000
SHWZ;15585636;USD;2018;FY;2018-12-31;2019-04-16;2020-03-30;41217026;39916777;7925046;-2577510;5352848;-4694704;-4694714;;;652293;30001;30001;1529234;-668496;1531846;-582931;948915;;948915;948915
SHWZ;15585636;USD;2019;FY;2019-12-31;2020-03-30;2021-03-31;41217026;39916777;10603962;-7616221;2995293;-16466092;-16442170;;;-13475221;-160195;-160195;-17517373;-5717120;-17558673;582931;-16975742;;-16975742;-16975742
SHWZ;15585636;USD;2020;FY;2020-12-31;2021-03-31;2022-03-31;41217026;41217026;24000852;-17226486;6774366;-29677305;-29613131;;;-22902939;-8839;-41460;-20345835;2595908;-20315870;899109;-19416761;;-19416761;-19416761
SHWZ;15585636;USD;2021;FY;2021-12-31;2022-03-31;2023-03-29;43339092;101368958;108420239;-59066545;49353694;-38944528;-38895584;;;10409166;-7014279;-7014279;18888985;15520407;18915294;-4396164;14519130;;14519130;7172977
SHWZ;15585636;USD;2022;FY;2022-12-31;2023-03-29;2024-03-27;53637003;53637003;159379219;-74231573;85085505;-64063953;-64091175;;;20866239;-30115509;-30139645;-3566573;5679719;-3569551;-14898064;-18467615;;-18467615;-26270424
SHYF;10384293;USD;2018;FY;2018-12-31;2019-03-05;2021-03-25;35187000;35187000;814554173;-719587420;98208302;-80631626;-73519155;-3771000;;17520294;-1068000;1161979;17258524;;21450000;-2259521;15024425;-3104000;15012000;15012000
SHYF;10384293;USD;2019;FY;2019-12-31;2020-03-16;2022-02-24;35318000;35416000;756542000;-639515000;117027000;-69413000;-64549000;-4864000;;47614000;-469000;-469000;47145000;;47145000;-10355000;36790000;-49216000;-12566000;-12566000
SHYF;10384293;USD;2020;FY;2020-12-31;2021-03-25;2023-02-23;35479000;36039000;675973000;-529696000;146277000;-97429000;-93068000;-4361000;;48848000;-692000;-691634;48156000;;48156000;-9867000;38289000;-5123000;32819000;32819000
SHYF;10384293;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;35333000;36097000;991792000;-792527000;199265000;-115213000;-106672000;-8541000;;84052000;428000;429022;84480000;;84480000;-14506000;69974000;181000;68925000;68925000
SHYF;10384293;USD;2022;FY;2022-12-31;2023-02-23;2024-02-22;35073000;35494000;1027164000;-846731000;180433000;-132924000;-107600000;-25324000;;47509000;-3583000;-2833000;43926000;;43926000;-7368000;36558000;;36558000;36558000
SIBN;10384291;USD;2018;FY;2018-12-31;2019-03-14;2020-03-11;7950284;7950284;55380000;-4833000;50547000;-62512000;-57136000;-5376000;;-11965000;-5488000;-4339000;-17453000;;-17453000;;-17453000;;-17453000;-17453000
SIBN;10384291;USD;2019;FY;2019-12-31;2020-03-11;2021-03-10;24705980;24705980;67301000;-6790000;60511000;-96514000;-89235000;-7279000;;-36003000;-2400000;-2398000;-38403000;;-38403000;;-38403000;;-38403000;-38403000
SIBN;10384291;USD;2020;FY;2020-12-31;2021-03-10;2022-03-01;29059171;29059171;73387000;-8902000;64485000;-103052000;-93593000;-9459000;;-38567000;-5130000;-5004000;-43697000;;-43697000;;-43697000;;-43697000;-43697000
SIBN;10384291;USD;2021;FY;2021-12-31;2022-03-01;2023-03-02;33145930;33145930;90152000;-10428000;79724000;-131394000;-118953000;-12441000;;-51670000;-4902000;-5179000;-56572000;;-56572000;;-56572000;;-56572000;-56572000
SIBN;10384291;USD;2022;FY;2022-12-31;2023-03-02;2024-02-27;34201824;34201824;106409000;-15705000;90704000;-150313000;-136686000;-13627000;;-59609000;-1647000;-1515000;-61256000;;-61256000;;-61256000;;-61256000;-61256000
SIC;11817727;USD;2018;FY;2018-12-31;2019-03-15;2021-03-16;25634342;25634342;489757000;-356303000;133454000;-121357000;-121357000;;;12097000;-13541000;-11426000;-1444000;-42000;-1486000;-989000;-2475000;;-2475000;-2475000
SIC;11817727;USD;2019;FY;2019-12-31;2020-03-12;2021-03-16;25296955;25431677;610373000;-446299000;164074000;-144816000;-144816000;;;19258000;-10753000;-17220000;8505000;;8505000;-1521000;6984000;;6984000;6984000
SIC;11817727;USD;2020;FY;2020-12-31;2021-03-16;2021-03-16;25337249;25337249;554025000;-418816000;135209000;-131827000;-131827000;;;3382000;-16209000;-14568000;-12827000;;-12827000;2974000;-9853000;;-9853000;-9853000
SIEB;9076066;USD;2018;FY;2018-12-31;2019-03-29;2020-03-27;31173149;;30036000;-16677459;13336214;-6005074;-5854028;;-144000;7360000;;;7360000;;7360000;4602000;11962000;;11962000;11962000
SIEN;9076143;USD;2018;FY;2018-12-31;2019-03-14;2021-03-11;254022;254022;68126000;-26822000;41304000;-121078000;-110133000;-10945000;;-79774000;-2857000;-2896000;-82631000;;-82631000;4000;-82627000;;-82627000;-82627000
SIEN;9076143;USD;2019;FY;2019-12-31;2020-03-16;2022-03-31;406543;406543;46363000;-16353000;30010000;-84400000;-74293000;-10107000;;-54390000;-3164000;-3162000;-57554000;-499000;-58053000;-34000;-58087000;-48731000;-106818000;-106818000
SIEN;9076143;USD;2020;FY;2020-12-31;2021-03-11;2023-04-18;502332;502332;54997000;-23599000;31398000;-78419000;-69715000;-8704000;;-47021000;-9198000;-9233000;-56219000;-10860000;-67079000;-33000;-67112000;-22835000;-89947000;-89947000
SIEN;9076143;USD;2021;FY;2021-12-31;2022-03-31;2023-04-18;570571;570571;80683000;-36348000;44335000;-90685000;-80229000;-10456000;;-46350000;-8340000;-8250000;-54690000;-7808000;-62498000;-21000;-62519000;37000;-62482000;-62482000
SIEN;9076143;USD;2022;FY;2022-12-31;2023-04-18;2023-04-18;7175687;7175687;90549000;-48955000;41594000;-110644000;-96581000;-14063000;;-69050000;-8970000;-8982000;-78020000;4740000;-73280000;-27000;-73307000;;-73307000;-73307000
SIF;13511298;USD;2021;FY;2021-12-31;2022-02-04;2023-07-06;5769250;5769250;118838000;-107624000;11214000;-18156000;-17020000;;-1136000;-6942000;-1238000;-753000;-8180000;2475000;-5705000;1271000;-4434000;;-4434000;-4434000
SIF;13511298;USD;2022;FY;2022-12-31;2023-07-06;2024-01-02;5846500;5846500;105201000;-105795000;-594000;-15563000;-15189000;;-374000;-16157000;-1173000;-920000;-17330000;5124000;-12206000;-23000;-12229000;;-12229000;-12229000
SIG;185651;USD;2018;FY;2019-01-31;2019-04-03;2021-03-19;54700000;54700000;6247100000;-4086300000;2160800000;-1984713521;-1985100000;;;175638814;-38000000;-16863664;-801772521;-966500000;-802600000;145200000;-657400000;;-657400000;-690300000
SIG;185651;USD;2019;FY;2020-01-31;2020-03-26;2021-03-19;51700000;51800000;6137100000;-3913400000;2223700000;-1916307309;-1918200000;;;304977945;-28600000;-35600000;129866835;-117600000;129700000;-24200000;105500000;;105500000;72600000
SIG;185651;USD;2020;FY;2021-01-31;2021-03-19;2023-03-16;52000000;52000000;5226900000;-3487238240;1733900000;-1587280159;-1587400000;;;148900000;-32000000;-27733283;-89607044;-206600000;-89700000;74500000;-15200000;;-15200000;-48700000
SIG;185651;USD;2021;FY;2022-01-31;2022-03-17;2024-03-21;52900000;63700000;7826000000;-4702000000;3124000000;-2217017974;-2230900000;;;904900000;-19000000;-10402368;885900000;-1500000;884400000;-114500000;769900000;;769900000;735400000
SIG;185651;USD;2022;FY;2023-01-31;2023-03-16;2024-03-21;46600000;56700000;7842100000;-4790000000;3052100000;-2215125667;-2214600000;;;835618795;-153700000;-13500000;451629917;-22700000;451200000;-74500000;376700000;;376700000;342200000
SIGA;1241827;USD;2018;FY;2018-12-31;2019-03-06;2021-03-04;79923295;82708472;477053782;-108246912;381784808;-13648169;-12879738;-13016183;;355099398;63462782;-15478203;418562180;-6922624;411639556;10168272;421807828;;421807828;421807828
SIGA;1241827;USD;2019;FY;2019-12-31;2020-03-05;2022-03-03;81031254;82175023;26742085;-15055781;11638183;-13947919;-13252136;-13303149;;-2322143;-12947536;-15769768;-10157345;5091256;-10178423;2937276;-7241147;;-7241147;-7241147
SIGA;1241827;USD;2020;FY;2020-12-31;2021-03-04;2023-03-02;79259000;79437306;125175172;-25780201;100673652;-14689249;-14034989;-1450697;;84500630;-2484732;-3016817;73647271;-8507307;73508591;-17166581;56342010;;56342010;56342010
SILK;963382;USD;2018;FY;2018-12-31;2019-03-03;2021-03-01;960882;960882;34557000;-10874000;23683000;-45078000;-34820000;-10258000;;-21395000;-16235000;-4172000;-37630000;;-37630000;;-37630000;;-37629000;-25704234
SILK;963382;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;22956679;22956679;63354000;-15927000;47427000;-75492000;-63220000;-12272000;;-28065000;-24350000;-3296000;-52415000;;-52415000;;-52415000;;-52415000;-52415000
SILK;963382;USD;2020;FY;2020-12-31;2021-03-01;2023-02-28;32965539;32965539;75227000;-21291000;53936000;-96795000;-75524000;-21271000;;-42859000;-3387000;-3307000;-47336782;-1119000;-47365000;;-47365000;;-47328000;-47328000
SILK;963382;USD;2021;FY;2021-12-31;2022-03-01;2024-02-28;34736015;34736015;101475000;-25446000;76029000;-123497000;-96387000;-27110000;;-47468000;-2343000;-2320000;-49811000;;-49811000;;-49811000;;-49811000;-49811000
SILK;963382;USD;2022;FY;2022-12-31;2023-02-28;2024-02-28;35775672;35775672;138638000;-37876000;100762000;-152766000;-116317000;-36449000;;-52004000;-2761000;-2571000;-55108003;-245000;-55010000;;-55010000;;-55010000;-55010000
SINO;257712;USD;2019;FY;2019-06-30;2019-09-30;2020-10-13;2883887;2883887;41771047;-36006510;5764537;-9042082;-5063189;;;-3277545;-120798;;-3398343;-2692901;-6091244;-920869;-7012113;;-6533844;-6533844
SINO;257712;USD;2020;FY;2020-06-30;2020-10-13;2021-09-29;3442448;3442448;6535956;-3678863;2857093;-5357063;-3780307;;;-2499970;-4522;;-2504492;-15238134;-17742626;-186021;-17928647;;-16452894;-16452894
SINO;257712;USD;2021;FY;2021-06-30;2021-09-29;2023-03-06;8634513;8634513;5151032;-4974394;176638;-5903576;-5903576;;;-5726938;-508597;;-6235535;-5063868;-11299403;-3450;-11302853;;-10900168;-10900168
SINO;257712;USD;2022;FY;2022-06-30;2022-12-04;2023-09-29;21216737;15670135;3988415;-4136474;-148059;-9687674;-9687674;;;-9835733;-105709;;-9941442;-18986927;-28928369;;-28928369;;-28257830;-28257830
SINO;257712;USD;2023;FY;2023-06-30;2023-09-29;2023-09-29;21123252;21123252;4538723;-3990654;548069;-11805457;-11805457;;;-11257388;74989;;-11182399;-11780088;-22962487;-135855;-23098342;;-22996846;-22996846
SINT;498391;USD;2018;FY;2018-12-31;2019-03-11;2019-03-11;18;19;95000;-56000;39000;-7686621;-4681788;-2991000;;-7645390;-1305000;-1388000;-9673221;-1431000;-9689000;0;-9689000;1037000;-8652000;-22552000
SINT;498391;USD;2019;FY;2019-12-31;2020-03-26;2021-03-22;78;78;689000;-551000;138000;-6732000;-3338000;-3394000;;-6594000;494000;446000;-4793283;1303000;-4797000;;-4797000;;-4797000;-7500000
SINT;498391;USD;2020;FY;2020-12-31;2021-03-22;2022-03-25;820;872;594000;-475000;119000;-9887880;-5066749;-4808000;;-9734558;610000;328000;-7028714;865000;-7029000;;-7029000;;-7029000;-16594000
SINT;498391;USD;2021;FY;2021-12-31;2022-03-25;2023-03-29;820;872;606000;-449000;157000;-10777000;-4891000;-5886000;;-10620000;80000;76000;-8769541;1231000;-9309000;;-8756097;;-8754875;-8770266
SINT;498391;USD;2022;FY;2022-12-31;2023-03-29;2024-03-27;1508;1587;601064;-265000;1296000;-11680625;-5326000;-6450000;;-10370385;388000;6000;-12010253;-1092000;-12039000;;-12039000;;-12039000;-16489000
SIOX;41996;USD;2018;FY;2019-03-31;2019-06-11;2019-06-11;16100686;16100686;;;;-127018000;-39466000;-87552000;;-127018000;-7530000;-7530000;-134548000;5616000;-128932000;-133000;-129065000;;-129065000;-129065000
SIOX;41996;USD;2019;FY;2020-03-31;2020-06-10;2021-06-09;24812536;24812536;;;;-69171000;-22061000;-47110000;;-69171000;-3019000;-4377000;-72190000;;-72190000;-438000;-72628000;;-72628000;-72628000
SIOX;41996;USD;2020;FY;2021-03-31;2021-06-09;2022-06-14;47581795;47581795;;;;-42197000;-42197000;;;-42197000;9560000;-799000;-32637000;;-32637000;212000;-32425000;;-32425000;-32425000
SIOX;41996;USD;2021;FY;2022-03-31;2022-06-14;2022-06-14;73211565;73211565;;;;-71562000;-71562000;;;-71562000;-66000;-27000;-71628000;;-71628000;-259000;-71887000;;-71887000;-71887000
SIRI;97841;USD;2018;FY;2018-12-31;2019-01-30;2021-02-02;4461827000;4560720000;5771000000;-2776030314;2993220644;-1266443756;-839935688;-123000000;-301000000;1730000000;-306000000;-350000000;1424000000;-3000000;1421000000;-245055018;1176000000;;1176000000;1176000000
SIRI;97841;USD;2019;FY;2019-12-31;2020-02-04;2022-02-01;4501000000;4616000000;7794000000;-3858702427;3936026085;-2209000000;-1461000000;-280000000;-468000000;1733987986;-393000000;-390000000;1199188067;-568000000;1197000000;-283000000;914000000;;914000000;914000000
SIRI;97841;USD;2020;FY;2020-12-31;2021-02-02;2023-02-02;4330000000;4429000000;8040000000;-3940653743;4101083532;-2237000000;-1468000000;-263000000;-506000000;1864216678;-388000000;-394000000;429449159;-1406000000;430000000;-299000000;131000000;;131000000;131000000
SIRI;97841;USD;2021;FY;2021-12-31;2022-02-01;2024-02-01;4044000000;4119000000;8696000000;-4301538807;4407636411;-2369739336;-1571226562;-265000000;-533000000;2035000000;-406000000;-415000000;1522858277;-103000000;1526000000;-212000000;1314000000;;1314000000;1314000000
SIRI;97841;USD;2022;FY;2022-12-31;2023-02-02;2024-02-01;3916000000;3990000000;9003000000;-4488008208;4527260069;-2422020017;-1596443368;-285000000;-536000000;2100000000;-431000000;-422000000;1669000000;-64000000;1605000000;-392000000;1213000000;;1213000000;1213000000
SITC;998403;USD;2018;FY;2018-12-31;2019-02-27;2021-02-25;184528000;184535000;707255000;-208018338;493531912;-303141291;-61639000;;-242102000;195522000;-222398000;-120868000;116910947;155265000;128389000;-862000;116376148;;114454165;80903000
SITC;998403;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;183026000;183254000;507988000;-139403303;367181384;-222944556;-58384000;;-165087000;144854000;-54836000;-66712000;102650192;20834000;110852000;-659000;101843141;;100524541;61292000
SITC;998403;USD;2020;FY;2020-12-31;2021-02-25;2023-02-23;193336000;193777000;460333000;-138080572;322705040;-223869634;-52881000;;-170669000;98381000;-82600000;-65716000;37804220;41333000;57114000;-1131000;36560718;;35686497;15190000
SITC;998403;USD;2021;FY;2021-12-31;2022-02-24;2024-02-23;211048000;212191000;532864000;-152912254;379834002;-241346690;-55052000;;-185768000;139257000;-30271000;-76383000;126803455;12824000;121810000;-1550000;120260000;;119779000;106123000
SITC;998403;USD;2022;FY;2022-12-31;2023-02-23;2024-02-23;193336000;193777000;552353000;-169848672;382756064;-249553966;-46564000;;-203546000;132259000;-52340000;-77692000;169423902;89689000;169608000;-816000;168792000;;168719000;157563000
SITE;62823;USD;2018;FY;2018-12-31;2019-01-27;2021-03-03;40488196;42633309;2112300000;-1434200000;678100000;-570800000;-578800000;;;107300000;-32100000;-32100000;75200000;;75200000;-1300000;73900000;;73900000;73900000
SITE;62823;USD;2019;FY;2019-12-31;2020-01-26;2022-02-24;41218843;42750348;2357500000;-1584300000;773200000;-648300000;-654300000;;;124900000;-33400000;-33400000;91500000;;91500000;-13800000;77700000;;77700000;77700000
SITE;62823;USD;2020;FY;2020-12-31;2021-03-03;2022-02-24;42858691;44093501;2704500000;-1803200000;901300000;-721500000;-728200000;;;179800000;-31000000;-31000000;148800000;;148800000;-27500000;121300000;;121300000;121300000
SITE;62823;USD;2021;FY;2021-12-31;2022-02-24;2024-02-22;44645126;45849338;3475700000;-2263100000;1212600000;-900712498;-900600000;;;312000000;-17500000;-19200000;294500000;;294500000;-56100000;238400000;;238400000;238400000
SITE;62823;USD;2022;FY;2022-12-31;2023-02-23;2024-02-22;44578649;45805373;4014500000;-2593000000;1421500000;-1090513245;-1097000000;;;324500000;-11400000;-20000000;313100000;;313100000;-67700000;245400000;;245400000;245400000
SITM;11795004;USD;2018;FY;2018-12-31;2019-03-03;2020-03-02;10558000;10558000;85214000;-49009000;36205000;-43995000;-21220000;-22775000;;-7790000;-1578000;-1512000;-9368000;;-9368000;26000;-9342000;;-9342000;-9342000
SITM;11795004;USD;2019;FY;2019-12-31;2020-03-02;2022-02-25;10558000;10558000;84074000;-44516000;39558000;-44431000;-20636000;-23795000;;-4873000;-1742000;-1714000;-6615000;;-6615000;8000;-6607000;;-6607000;-6607000
SITM;11795004;USD;2020;FY;2020-12-31;2021-02-16;2023-02-27;16064000;16064000;116156000;-58224000;57932000;-66545000;-34893000;-31652000;;-8613000;-758000;-724264;-9371000;;-9371000;-1000;-9372000;;-9372000;-9372000
